ID,Location,Output,Model,COP,FlowT,OutsideT,Days,installer_name,installer_url,installer_logo,heatgeek,ultimaterenewables,heatingacademy,betateach,youtube,url,share,hp_type,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,design_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heat_loss,age,insulation,kwh_m2,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,mid_metering,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,indoor_temperature,notes,timestamp,combined_elec_kwh,combined_heat_kwh,combined_cop,combined_data_length,combined_elec_mean,combined_heat_mean,combined_flowT_mean,combined_returnT_mean,combined_outsideT_mean,combined_roomT_mean,combined_prc_carnot,combined_cooling_kwh,running_elec_kwh,running_heat_kwh,running_cop,running_data_length,running_elec_mean,running_heat_mean,running_flowT_mean,running_returnT_mean,running_outsideT_mean,running_roomT_mean,running_prc_carnot,space_elec_kwh,space_heat_kwh,space_cop,space_data_length,space_elec_mean,space_heat_mean,space_flowT_mean,space_returnT_mean,space_outsideT_mean,space_roomT_mean,space_prc_carnot,water_elec_kwh,water_heat_kwh,water_cop,water_data_length,water_elec_mean,water_heat_mean,water_flowT_mean,water_returnT_mean,water_outsideT_mean,water_roomT_mean,water_prc_carnot,from_energy_feeds_elec_kwh,from_energy_feeds_heat_kwh,from_energy_feeds_cop,quality_elec,quality_heat,quality_flowT,quality_returnT,quality_outsideT,quality_roomT
281,Middlesex,12 kW,Vaillant Arotherm+,3.34,41.1,16.1,116,Mylo Energy,https://myloenergy.co.uk,myloenergy.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=01b935ab28c7cb272879d3f4fe637357,1,Air Source,R290,Cylinder with plate heat exchanger,0,0,0,1,0,1,Buffer,40,-2,0,0,Anti-freeze valves,3,Weather compensation with a little room influence,Twice daily scheduled heat up of tank,60,Weekly,70,Detached,245,20221,5639,0,0,12.81,2012 or newer,"Fully insulated walls, floors and loft",83,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,1,,False,617.916,2061.44,3.336116883200953,10046800,221.207,738.664,25.4445,23.8889,17.7104,22.1018,29.2599,8.895,578.65,2023.13,3.496293095999309,1061710,1959.95,6859.95,41.0755,37.1852,16.062,19.9821,38.4506,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,647.5,2221,3.43011583011583,99.9689,96.9016,96.9016,96.9016,100,76.029
282,Newcastle,5 kW,Vaillant Arotherm+,4.18,30.1,9.5,164,Greenhome Heating,https://greenhomeheating.co.uk,greenhomeheating.png,1,0,0,,https://www.youtube.com/@greenhomeheatingltd,https://emoncms.org/app/view?name=MyHeatpump&readkey=3107c15e018ae9d8eb37412fa1c58446,1,Air Source,R290,Cylinder with coil,250,3,1,1,0,1,None,40,-4.27,0,0.3,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45,Weekly,67,Detached,190,12,4,0,0,5.45,2012 or newer,"Fully insulated walls, floors and loft",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,1,1,1,,False,1068.58,4466.51,4.179855509180408,14181800,271.25,1133.81,26.0352,25.3398,13.0142,22.917,45.965,34.29,945.96,4461.95,4.716848492536682,5165390,659.244,3109.74,30.090300000000003,28.142200000000003,9.45194,21.842,45.8925,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1070.95,4512,4.213081843223306,99.5042,99.4796,99.4796,99.4796,99.9495,92.5631
283,Pembrokeshire ,3.5 kW,Vaillant Arotherm+,3.62,44.8,15.8,68,Simon Killick,,N/A,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=6420f042a048cd8deeb9ac4ab0782e85,1,Air Source,R290,Cylinder with coil,250,2.4,1,0,0,1,None,30,-2,28,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,48,Weekly,60,Detached,136,4900,2300,0,0,2.6,2012 or newer,"Fully insulated walls, floors and loft",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,0,0,,False,144.351,522.504,3.619677037221772,5917060,87.8278,317.515,26.087,26.2986,15.7573,0,43.049,6.709,135.073,500.009,3.7017686732359536,473410,1027.15,3802.27,44.8352,42.107299999999995,15.831,0,43.468799999999995,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,145.735,523,3.588705527155453,99.2562,99.2791,99.2791,99.2791,100,0
284,Woodley,7 kW,Vaillant Arotherm+,4.10,41.5,19.2,66,Urban Plumbers,https://www.urbanplumbers.co.uk/,urbanplumbers.png,1,0,1,,https://www.youtube.com/channel/UCWDa_bhiU5Vz-Xw487IQdZw,https://emoncms.org/app/view?name=MyHeatpump&readkey=f5014c27ff67add441f62c60c5e67e7e,1,Air Source,R290,Cylinder with coil,300,2,1,0,0,1,None,40,-2,28,0.5,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,0,Weekly,70,Detached,175,15000,5000,15000,5000,7.5,1940 to 1982,"Fully insulated walls, floors and loft",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,0,1,,False,116.92,479.145,4.098058501539514,5725730,73.3855,301.253,24.0347,22.7078,17.1881,22.2961,36.0962,6.415,108.526,460.207,4.2405230083113725,250310,1560.8299999999997,6618.78,41.4961,36.6083,19.1948,21.7403,41.962,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117.19,486,4.147111528287397,67.6997,67.7576,67.7576,67.7576,82.6105,55.108
286,Leicester,5 kW,Vaillant Arotherm+,4.42,34.1,0.6,325,Jason Holme,https://holmeplumbingandheatingltd.co.uk,holmeplumbingandheatingltd.png,1,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=fed7d8b2c04fe55cfb309cae7138b2b6,1,Air Source,R290,Cylinder with coil,150,0,1,0,0,0,None,35,-3,30,0.6,Glycol/water mixture,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,44,Weekly,60,Bungalow,100,15264,2972,0,0,0,1900 to 1939,Solid walls,N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,2715.03,11999.1,4.41950917669418,28101800,347.814,1537,30.1282,28.4217,0.552739,21.624599999999997,1.87212,77.969,2666.75,11944.6,4.4790850285928565,15632300,614.1330000000002,2750.76,34.1301,31.1682,0.596429,20.9495,2.07743,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2716.13,12075,4.4456634991697745,99.7707,99.7745,99.7745,99.7745,3.34867,96.5224
287,Lincoln,11 kW,Clivet,3.64,36.5,7.3,244,GlowGroup,https://the-glow-group.co.uk/,the-glow-group.png,0,0,1,,,https://emoncms.org/app/view?name=MyHeatpump2&readkey=c5a84a724dbbd70e3f802eb517bf124c,1,Air Source,R290,Cylinder with coil,250,0,1,0,0,0,Buffer,40,-3.2,0,0,Anti-freeze valves,1,Custom controller,Twice daily scheduled heat up of tank,46.8,Disabled,0,Detached,175,19948,7300,0,0,0,1983 to 2011,Some insulation in walls and loft,N/A,Octopus Agile,Variable half hourly,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,0,0,,False,3984.22,14493.7,3.637776026424244,21107400,679.187,2472.12,32.7439,28.805399999999995,11.4554,11.9238,41.6093,408.097,3943.71,14483,3.672430275045579,7115540,1995.5299999999997,7327.48,36.4803,32.403,7.30117,18.2289,45.9625,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4136.38,16758,4.051368587992399,83.7943,83.9028,83.9028,83.9028,98.7158,47.9681
288,Edinburgh,16 kW,Nibe F2040,3.30,36.9,14.4,65,Renewable Heat ,https://renewableheat.com/,renewableheat.png,1,1,0,https://betatalk.buzzsprout.com/509671/11442760-heat-pumps-in-scotland,,https://emoncms.org/app/view?name=MyHeatpump&readkey=eb08e389924785729c042435a95a79f3,1,Air Source,R410A,Cylinder with coil,300,0,1,1,0,0,Buffer,0,0,0,0,Central heat pump water circulation,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 3-6C,47,Fornightly,55,End-terrace,220,0,0,0,0,0,1900 to 1939,Some insulation in walls and loft,N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,344.172,1136.12,3.301023906651325,5600940,221.18600000000004,730.236,24.4609,23.6074,15.8951,20.4145,51.211800000000004,28.114,263.91,1084.03,4.107574551930582,583500,1628.24,6688.09,36.9279,31.907900000000005,14.3744,20.0468,46.9219,110.474,566.284,5.125948186903706,355180,1119.73,5739.68,31.3581,27.579699999999995,14.3709,20.041,47.6786,130.295,433.939,3.330434782608696,182350,2572.31,8566.93,47.6956,40.2468,15.0378,20.0092,45.4931,353.712,1213,3.4293436468087033,96.7624,96.755,96.755,96.755,97.7856,95.6531
289,North Newbald,8 kW,Ideal Logic Air,3.27,40.7,4.5,134,Climatix,https://climatix-group.com/,climatix-group.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=63b2df6a6877f4bf11f42957d9ae7ed7,1,Air Source,R32,Cylinder with coil,210,2.5,1,0,0,1,Buffer,45,-3,40,0.9,Anti-freeze valves,2,Weather compensation with a little room influence,Daily scheduled heat up of tank,49,Weekly,60,Detached,180,16500,3800,0,0,6.4,1983 to 2011,"Fully insulated walls, floors and loft",N/A,26,On peak & Off peak,22,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,1,,False,310.603,1015.74,3.2702195406998644,11569200,96.64050000000002,316.073,26.3096,24.742900000000002,7.8623400000000006,22.3476,13.378100000000002,43.492,286.679,995.468,3.4724133961678394,622820,1657.05,5753.97,40.7172,35.7524,4.48834,21.5453,10.7469,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,310.644,1063,3.4219234879798095,99.9721,99.927,99.927,99.927,45.7401,99.8646
290,"Ashford, Kent",8 kW,Ideal HP290,2.52,45.3,6.1,128,Jon Hickey (Self Install),https://idealheating.com/products/heat-pumps,idealheating.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=9a2f811f95a51de4206e31f8ca46d2b6,1,Air Source,R290,Cylinder with coil,180,2.5,1,0,0,0,Buffer,45,-3,40,3,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,55,Weekly,60,Semi-detached,100,10000,3700,0,0,7,1940 to 1982,"Cavity wall, plus some loft insulation",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,0,1,,False,321.523,810.513,2.520855428694059,11063600,104.618,263.735,27.420699999999997,24.4273,8.50583,20.0903,14.667600000000002,61.102,298.953,826.776,2.7655718457416385,554540,1940.7899999999997,5367.32,45.3075,41.3924,6.0954,19.5632,13.189,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,321.815,889,2.7624566909559842,64.027,64.0252,64.0252,64.0252,30.6458,63.6169
291,Gainsborough,14 kW,Ideal HP290 ,2.69,37.4,6.1,74,UK Alternative Energy,https://www.ukalternativeenergy.co.uk/,ukalternativeenergy.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=998f2cb35191a54db3de17a5ebada91b,1,Air Source,R290,Cylinder with coil,250,3,0,0,0,1,Low loss header,40,-3,33,3,Anti-freeze valves,2,Weather compensation with a little room influence,Daily scheduled heat up of tank,55,Weekly,60,Detached,260,22000,4500,0,0,11.9,2012 or newer,"Fully insulated walls, floors and loft",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,0,1,,False,188.415,506.803,2.689822997107449,6376730,106.365,286.122,27.1456,25.8167,11.4164,21.5868,13.549099999999997,33.104,171.299,512.916,2.9942731714721047,308850,1996.68,5978.62,37.4134,33.7625,6.09346,20.1663,12.6726,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,208.761,586,2.807037712982789,82.0141,82.0053,82.0053,82.0053,71.1111,81.8311
292,"Dorking, Surrey",24 kW,2 x Vaillant Arotherm+,4.97,30.0,13.2,65,Baystar Energy,https://baystar.co.uk,baystar.png,1,0,0,,,https://emoncms.org/app/view?name=HeatpumpCombined&readkey=1f062b9affce9d84ddecf8e48edb5280,1,Air Source,R290,None,0,0,1,0,0,0,Buffer,45,-3,38,0.75,Anti-freeze valves,2,Weather compensation with significant room influence,Not applicable,0,No cylinder,0,Office building,400,40783,0,0,0,19.18,1983 to 2011,Some insulation in walls and loft,N/A,EDF,Single fixed rate,24,0,0,0,0,1,SDM630 Modbus/MBUS Three Phase (class 1),Sontex heat meter (class 2),1,1,0,0,0,"2 x 12kW Cascade, National Trust Building",False,49.6523,246.703,4.9686117259422025,5644600,31.654,170.803,24.6147,21.3355,17.3176,0,81.2112,8.549,49.5806,244.017,4.921622570118151,74650,2391.03,11767.8,29.9625,26.4111,13.219,0,44.3052,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.2153,314,5.686829556300518,98.9861,99.9479,99.9479,99.9479,100,0
293,"Stalmine, Lancashire",9 kW,Daikin Altherma 3,3.18,31.7,14.8,64,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,octopus.png,0,0,0,,,https://emoncms.org/app/view?name=StalmineEDLA09kwDaikin&readkey=14ca6059ce47bbf073e0dd175315af5d,1,Air Source,R32,Cylinder with coil,205,3,1,1,0,1,Buffer,50,0,0,0,Anti-freeze valves,1,Weather compensation with simple set point control,Automatic top up of tank if temperature drops by 6-10C,0,Weekly,65,Detached,125,0,0,0,0,0,Pre-1900,"Fully insulated walls, floors and loft",N/A,Intelligent Octopus Go,On peak & Off peak,7,5707,0,0,19,0,Heat pump integration,Heat pump integration,1,1,0,0,1,,False,360.504,1144.98,3.176053525064909,5511150,235.491,748.048,27.112,24.6877,17.0191,21.866,31.759799999999995,0,345.498,1104.01,3.195416471296505,1586540,783.9650000000001,2505.11,31.7205,29.8614,14.790500000000002,19.4744,30.0584,160.846,476.901,2.9649540554319036,1191500,485.978,1440.91,28.7916,27.3936,14.2426,18.7851,26.105,184.652,627.114,3.396193921538895,395040,1682.74,5714.889999999999,40.5523,37.3054,16.4448,21.550900000000002,38.3285,363.911,1204.34,3.3094355488017673,96.6463,99.9116,99.9773,99.9773,99.9773,99.9773
295,Marston Moretaine,9 kW,Daikin Altherma 3,2.11,39.8,15.6,60,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,octopus.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=5185c0af571016598012402511630e48,1,Air Source,R32,Cylinder with coil,210,0,1,0,0,0,None,50,-3.4,0,0,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,0,Disabled,0,Semi-detached,88,10000,2000,9766,2166,7.4,1900 to 1939,Some insulation in walls and loft,N/A,Octopus Intelligent Go,On peak & Off peak,7.22,6600,15,0,13,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,0,0,EDLA09DA3V3,False,128.107,270.022,2.1077848985613588,5200410,88.3381,186.382,26.675199999999997,26.1634,17.6362,0,29.117200000000004,2.158,94.3571,268.474,2.845297280225865,184800,1852.04,5230.02,39.7718,37.0072,15.6143,0,31.6358,3.2479,11.0015,3.387265617783799,11070,1284.22,3577.7100000000005,30.6154,28.407,14.9077,0,15.9317,91.11,257.473,2.825957633629679,173730,1888.0699999999997,5335.3,40.3556,37.5557,15.6596,0,32.6628,131.791,276,2.0942249470752934,98.3767,97.2398,97.2398,97.2398,100,0
296,Manchester,7 kW,Vaillant Arotherm+,3.48,31.2,13.0,68,Dan Bailey Hohm Ltd,https://heatmyhohm.com/,heatmyhohm.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=2769cb1946eedcd5aaf6857835a7e64f,1,Air Source,R290,Cylinder with coil,200,1.4,1,1,0,0,None,45,-3,0,0.6,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,42,Weekly,70,Detached,155,0,0,24966,2181,7.99,1900 to 1939,Some insulation in walls and loft,N/A,Octopus Flexible,Single fixed rate,22.59,0,0,0,0,1,SDM630 Modbus/MBUS Three Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,130.643,454.662,3.4801864623439447,5859310,80.2781,281.695,25.321000000000005,23.2998,15.8446,19.7736,20.3272,13.518,116.405,421.418,3.6202740432112024,479860,873.284,3161.56,31.206,28.3786,13.0241,17.7192,35.5432,72.9142,400.21,5.48877996329933,401970,653.015,3584.24,27.6868,25.0502,12.0701,18.7072,43.2013,43.4905,21.2084,0.48765592485715276,77890,2010.1,980.2199999999999,49.3662,45.5553,17.9516,9.84064,4.87941,134.716,484,3.5927432524718665,94.1897,99.1727,99.1727,99.1727,100,96.7371
297,Loughborough,12 kW,Vaillant Arotherm+,3.18,48.1,16.4,57,Heat Centre,https://heatcentre.co.uk/,heatcentre.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=4be170252ed6269cbd9d2ca94fde6b2d,1,Air Source,R290,Cylinder with coil,240,2.4,1,1,0,1,None,46,-3.7,32,0.6,Anti-freeze valves,2,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,50,Disabled,70,Detached,166,25248,4495,13397,2878,11.1,1940 to 1982,Some insulation in walls and loft,N/A,Agile,Variable half hourly,15,6500,0,0,20,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,0,1,"Electric Metering only for Outdoor Unit, additional Vaillant VDM unit unmetered",False,128.27,407.364,3.17583222889218,4959860,93.1005,295.673,28.4789,26.8866,16.9459,21.1125,31.9567,11.794,117.727,407.946,3.4651864058372337,173130,2447.97,8482.68,48.1241,43.7646,16.4278,20.7576,42.7532,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,128.405,407.414,3.1728826759082587,98.976,98.9752,98.9752,98.9752,100,98.4484
298,Uxbridge,6 kW,NIBE 2050,3.22,40.6,17.2,57,Urban Plumbers,https://www.urbanplumbers.co.uk/,urbanplumbers.png,1,0,1,,https://www.youtube.com/@UrbanPlumbers,https://emoncms.org/app/view?name=MyHeatpump&readkey=61b4e4d8f1080b1e6196ec7d8f328b6c,1,Air Source,R32,Cylinder with coil,200,2,1,0,0,1,None,40,-2,35,0.8,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50,Weekly,60,Semi-detached,80,12500,3600,12500,3600,6.5,1900 to 1939,Some insulation in walls and loft,N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,0,0,1,0,,False,48.0551,154.871,3.222779684154231,4884470,35.5095,113.802,22.8721,22.383,19.3758,0,38.1791,20.147,39.7952,113.887,2.8618275570923126,135350,1057.48,3029.14,40.6256,37.9635,17.1946,0,36.339,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.3562,269.002,3.823429918045602,35.7877,35.7941,35.7941,35.7941,99.6044,0
299,Queensbury West Yorkshire,7 kW,Vaillant Arotherm+,1.19,38.7,13.4,56,Egensys Ltd,https://egensys.co.uk,egensys.jpg,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=24826898646392d5a0e9d089d683d85b,1,Air Source,R290,Cylinder with coil,250,0,1,0,0,0,None,0,0,0,0,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,51,Weekly,60,Detached,0,0,0,0,0,0,1940 to 1982,"Cavity wall, plus some loft insulation",N/A,Octopus Intelligent Go,On peak & Off peak,26,4000,0,0,13,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,Air in the system resulting in heat meter errors during DHW,False,197.979,235.674,1.1903989817101814,4819450,147.881,175.948,31.2671,26.7569,15.425899999999999,15.611099999999999,-26.5152,246.713,184.919,400.843,2.1676680059918128,580200,1147.38,2487.14,38.6892,35.6694,13.3659,16.2501,16.8493,49.2116,259.191,5.266867974217461,264180,670.608,3532.03,29.3724,26.6579,12.2909,19.62,50.3049,52.2834,29.4142,0.5625915682606717,105270,1787.97,1005.9100000000001,51.2929,47.3949,14.5515,19.8273,9.14488,198.101,589,2.973230826699512,97.8611,98.5929,98.5043,98.5043,84.8266,74.369
300,Croxley Green,8 kW,Viessmann Vitocal 150A,5.44,29.7,12.7,47,JMR Heating & Energy Ltd,https://jmrheatingandenergy.co.uk,jmrheatingandenergy.png,1,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=b3b9527ebb0093171cb1876a693f2b7e,1,Air Source,R290,Cylinder with coil,200,6,1,1,0,1,None,45,-3,0,0.5,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50,Weekly,60,Semi-detached,164,19380,3445,15033,2327,7.2,1900 to 1939,"Fully insulated walls, floors and loft",N/A,Octopus,On peak & Off peak,19,3900,70,1,12,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,66.2864,360.457,5.437872625455599,4101130,58.1819,328.525,25.117,25.3426,17.4873,21.9932,90.673,8.627,59.8219,352.849,5.89832486096229,485600,443.489,2615.85,29.6505,27.747,12.7394,21.3152,51.5619,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.6251,429,5.526562928743409,86.3692,98.4477,98.4477,98.4477,100,98.5746
301,"Smalley, Derbyshire",5 kW,Vaillant Arotherm+,4.47,36.8,15.8,3,Mark Shaw,https://www.shawsheating.co.uk/,shawsheating.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=960f12a47553d9b9106abd664a8460d2,1,Air Source,R290,Cylinder with coil,250,40.7,0,1,0,0,None,35,-2.92,30,0,Anti-freeze valves,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 6-10C,55,Disabled,0,Detached,145,10733,4380,0,0,5.32,2012 or newer,"Fully insulated walls, floors and loft",N/A,Octopus Intelligent Go,On peak & Off peak,9.7,5758,49,1,5,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,0,,False,8.8959,39.7996,4.473926190717072,251960,127.107,568.656,30.2621,27.63,17.5084,22.5606,42.5049,0.898,8.2872,37.045,4.470146732310068,42790,697.234,3116.64,36.7536,34.0064,15.783800000000001,22.3971,43.3622,3.4681,20.0595,5.784002768086272,27390,455.868,2636.5599999999995,30.8907,28.2248,15.0917,22.293,44.3973,4.819,16.9854,3.5246731687072006,15400,1126.51,3970.6,47.1867,44.3015,17.0078,22.5882,42.0373,8.909,39,4.377595689751936,97.2067,97.2067,97.2067,97.2067,97.2223,97.2223
302,Dalry,8.5 kW,Mitsubishi Ecodan ,3.38,28.8,1.8,63,Stewart Temperature Solutions,https://www.stewart-temp-solutions.com,stewart-temp-solutions.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=619a4c9b8dad8f759ce54d5ea3b02585,1,Air Source,R32,Cylinder with plate heat exchanger,210,3,1,0,0,0,Low loss header,45,-4.49,40,0.526,Glycol/water mixture,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,50,Fornightly,65,Detached,183,15961,3808,14709,2826,7378,1983 to 2011,"Fully insulated walls, floors and loft",N/A,Intelligent Octopus Go,On peak & Off peak,9.59,5723,35,0,19,0,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sika or Grundfos VFS flow meter,1,1,0,1,0,PUZ-WM85VAA,False,286.577,969.957,3.384629610889918,5412920,190.222,645.092,25.635,23.6403,2.1059,0,6.13886,3.925,251.036,958.616,3.818639557673003,1186140,761.317,2909.45,28.796600000000005,25.671,1.76976,0,6.04924,27.6793,132.532,4.788126867370201,128550,775.141,3711.49,29.2358,25.0819,12.44,0,43.2145,19.1443,63.961,3.3409944474334394,37520,1836.9,6136.98,45.1799,38.1747,13.3313,0,42.6263,289.211,969.528,3.3523206240426537,98.8267,97.8899,98.8093,98.8093,14.52,0
303,"Holmfirth, West Yorkshire ",8 kW,Daikin Altherma 3,2.47,41.9,15.7,35,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,octopus.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=3725fdcc53256418c3d6f67c251c789e,1,Air Source,R32,Cylinder with coil,180,0,1,1,0,0,Don't know,50,-3,35,0,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,48,Weekly,60,Semi-detached,86,0,0,0,0,7,1940 to 1982,"Cavity wall, plus some loft insulation",N/A,,,0,0,0,0,0,0,Other electricity meter,Heat pump integration,1,1,0,1,1,EDLA08E2V3,False,46.5661,115.118,2.472141751188096,3050320,55.38620000000001,135.864,23.4815,20.3858,18.323,22.9444,16.3951,0.001,33.2825,113.37,3.4062945992638776,60200,1989.85,6779.59,41.9138,37.7159,15.6764,23.1889,34.4389,1.8304,0.0523,0.02857298951048951,2340,2815.96,80.4513,52.1433,47.3881,15.5971,23.2083,0.392295,31.4521,113.317,3.6028436892926066,57860,1956.92,7050.52,41.5005,37.3252,15.6802,23.1881,36.4146,59.0609,115.1,1.9488358626434747,91.0905,69.5734,69.6431,69.7237,69.6113,69.723
